statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,93.95,95.15,92.58,97.86,92.89,0.00,90.59,92.92,89.36,96.77,88.22,0.00,86.50,90.76,94.74,87.10,85.86,4.09,2.16
std,,,,,,,,,,,,,,,,,,,,
min,0.00,93.95,95.15,92.58,97.86,92.89,0.00,90.59,92.92,89.36,96.77,88.22,0.00,86.50,90.76,94.74,87.10,85.86,4.09,2.16
max,0.00,93.95,95.15,92.58,97.86,92.89,0.00,90.59,92.92,89.36,96.77,88.22,0.00,86.50,90.76,94.74,87.10,85.86,4.09,2.16
