statistic,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc,overfitting_gap_accuracy,overfitting_gap_f1
mean,0.00,96.10,96.83,94.69,99.07,95.36,0.00,95.59,96.61,94.69,98.62,94.43,0.00,100.00,100.00,100.00,100.00,100.00,-4.41,-3.39
std,,,,,,,,,,,,,,,,,,,,
min,0.00,96.10,96.83,94.69,99.07,95.36,0.00,95.59,96.61,94.69,98.62,94.43,0.00,100.00,100.00,100.00,100.00,100.00,-4.41,-3.39
max,0.00,96.10,96.83,94.69,99.07,95.36,0.00,95.59,96.61,94.69,98.62,94.43,0.00,100.00,100.00,100.00,100.00,100.00,-4.41,-3.39
