test_subject,train_loss,train_accuracy,train_f1_score,train_precision,train_recall,train_auc,val_loss,val_accuracy,val_f1_score,val_precision,val_recall,val_auc,test_loss,test_accuracy,test_f1_score,test_precision,test_recall,test_auc
34,0.000253,93.77,95.07,92.16,98.17,92.5,0.000305,93.82,95.26,93.36,97.24,92.52,0.000553,92.31,95.24,90.91,100.0,83.33
Average,0.000253,93.77,95.07,92.16,98.17,92.5,0.000305,93.82,95.26,93.36,97.24,92.52,0.000553,92.31,95.24,90.91,100.0,83.33
